출원번호,초록,메인 ipc코드,서브 ipc코드1,서브 ipc코드2,메인 ipc코드
1.01998E+12,"본 발명은 암(Arm)과 메니퓨레이터(Manipulator)를 가지고, 반송물의 반송 및 이동적재를 행하는 무인반송대차 및 그 장치에 관한 것이다.본 발명은 주행수단을 가지고, 재치부(11a)에 1개 이상의 반송물(102)을 재치하여 반송하는 반송수단(11)과, 상기 재치부에 설치되는 상기 반송물을 이동적재하는 이재수단(103)과, 를 구비하고, 상기 재치부의 복수의 측부(11b-1∼11b-4)안의 2개 이상의 개구부로서 상기 반송물의 이동적재작업이 가능한 이동반송대차에 있어서, 상기 개구부의 각각에 취부되는 상기 재치부의 외주에서 당해 재치부내에 침입하는 물체를 검지하는 광센서와, 상기 광센서에 의한 검지결과에 기하여 상기 이재수단의 동작상태를 제어하거나, 또는 게다가 상기 주행수단을 제어하는 제어수단과, 를 가지고 있도록 구성되어 있다.따라서, 본 발명은 안전에 확실하면서 고속으로 이동적재작업을 실행할 수 있는 무인반송대차가 실현 가능하다는 효과가 얻어지고, 장치와 무인반송대차 사이에 공간이 생겨서 인간이 개재할 가능성이 있어도 높은 안전성을 확보할 수 있다.",G05D,,,
1.01997E+12,"본 발명은 자동판매기의 원료통에 관한 것으로, 특히 케이스와, 뚜껑과, 토출구와, 토출가이드와, 직경이 Φ1으로 형성된 동력전달공으로 이루어진 원료통과; 스크류와, 동력전달축과, 캠으로 이루어진 원료토출장치를 구비한 자동판매기의 원료통에 있어서; 상기 동력전달공에 억지끼워맞춤되도록 외경이 상기 동력전달공의 직경(Φ1)과 대체로 동일하게 형성되며 외면에는 와셔가 끼워지는 절결구가 구비된 삽입부와, 상기 삽입부가 상기 동력전달공에 삽입된 후 상기 삽입부의 외측과 상기 동력전달공의 내측사이로 분말원료가 누설됨이 없도록 상기 삽입부의 직경보다 큰 직경(Φ2)으로 형성되어 상기 케이스의 내면과 일면이 면접촉되고 상기 삽입부와 일체로 형성된 밀착부와, 상기 밀착부 및 상기 삽입부로 상기 동력전달축이 삽입되도록 상기 밀착부 및 상기 삽입부를 연통하여 형성된 축회동공과, 상기 축회동공부위로 분말원료가 침투되는 것을 방지하도록 반원형으로 형성되어 상기 밀착부의 외면으로부터 돌출되며 상기 밀착부와 일체로 형성된 커버부를 구비한 커버부시가 상기 월료토출장치의 동력전달축과 상기 원료통의 동력전달공사이에 삽입된 자동판매기의 원료통에 관한 것으로, 동력전달축과 동력전달공사이에 삽입부와 밀착부 그리고 커버부가 일체로 형성된 커버부시가 삽입되므로써 동력전달축으로 분말원료가 침투되는 것을 방지하여 분말원료를 보다 효율적으로 혼합기로 공급할 수 있다.",G07F,G06Q,,
1.02005E+12,"본 발명은 입출입이 잦은 화물차량의 화상정보를 데이터베이스화 하여 이를 실시간으로 처리하여 해당하는 화물차량의 정보를 용이하게 파악할 수 있도록 제공되는 화물차량용 계근시스템에 관한 것이다.이를 위하여 본 발명은 공지의 차량용 계근장치를 전제로, 차량의 진입을 확인하여 정지상태를 명하기 위해 시각 또는 청각적인 표식수단이 작동되도록 한 제 1단계; 차량 정지와 동시에 차량의 주요 부분에 대해 촬상소자가 작동되도록 한 제 2단계; 촬상소자의 작동 이후 해당 차량의 공차중량과 총중량을 측정하는 확인작업이 이루어지는 제 3단계; 측정작업 이후 차량정보의 제공을 위해 차량번호가 입력되는 제 4단계; 차량번호 입력후 공사명과 시공사 및 발주사의 확인을 위해 공사명을 선택하는 제 5단계; 공사명 선택후 시공사를 선택하는 제 6단계; 시공사 선택후 발주사를 선택하는 제 7단계; 발주사 선택후 제 1단계의 표식수단이 오프되면서 선정된 정보를 저장하는 제 8단계; 및 정보저장 이후 차량출발의 하역단계가 제 9단계로 마련되는 시스템으로 구성된다.화물차량, 계근, 총중량, 공차중량, 동영상, 실시간, 데이터베이스",G01G,,,
1.01989E+12,"트레이의 인출 또는 삽입시 그 작동이 정확해 사용 도중에 발생하는 디스크의 홈 및 파손, 데크의 무리한 작동을 미연에 방지하여 수명을 연장시킨다.본체(1) 중앙부에 턴테이블(3)을 축설한 구동 모터(4)를 장설하고 일축에 피니언 기어(5)를 축설한 감속 모터(6)를 장설하되 피니언 기어는 전면에 밀대(14) 및 상면에 리프트(13)를 장설하여 된 이송간(7)의 일측 랙기어(8)에 치합하면서 상측에 트레이 이송 기어(9)를 축설한 큰 기어를 구동시키도록 된 중동 기어(11)와도 치합되게 한다. 구동 모터의 타축에는 이송간과 역방향으로 작동되도록 한 전후방에 리프트(13)를 장설한 이송간(7')을 장설하여 이송간(7,7')의 전방 상면에 단차 볼트(15)로서 양단부가 지지되어 중심부 축(5)을 중심으로 선회 가능하도록 된 작동간(16)을 장설하여 트레이 내부 양축에 돌출부(17) 및 일축벽 후방에 랙기어(18)을 형성한다.",G11B,,,
1.0201E+12,"본 발명은 매체카세트에서 인출된 매체를 적재하는 적재유닛과, 상기 적재유닛에 적재된 매체를 외측으로 방출시키는 방출유닛이 구비된 매체방출장치에 있어서, 상기 적재유닛과 방출유닛 사이에는 상기 적재유닛에 적재된 매체가 상기 방출유닛으로 이송되면서 정렬되되, 상기 적재유닛과 방출유닛이 동일면을 이루도록 승하강하는 정렬유닛이 구비되며, 상기 정렬유닛은 상기 적재유닛과 상기 방출유닛 사이에 설치되되, 상면이 상기 적재유닛과 상기 방출유닛의 하측에 위치되며, 내부가 중공으로 형성된 하우징과, 상기 하우징의 내측으로 인출입 가능하게 설치되어 승하강하는 승하강부재 와, 상기 승하강부재를 승하강시키는 구동부가 포함된 것을 특징으로 하는 수평 집적을 위한 승하강부재를 갖는 매체방출장치에 관한 것이다.이에 따라, 본 발명은 적재유닛으로 인출된 매체가 승강된 승하강부재와 접하도록 이송되면서 일방향으로 정렬되고, 매체의 정렬을 안내하도록 매체정렬 삽입홈이 형성된 매체정렬부재가 구비됨에 따라, 매체가 승하강부재에 접하면서 정렬될 때 매체가 매체정렬부재에 의해 구겨지거나 찢어지는 등 손상되는 것을 방지할 수 있는 효과가 있다.",G07D,,,
1.02016E+12," 본원에는, 의료, 의약, 또는 화장품 용도의 물질을 저장하는 역할을 하거나 또는 수용하는 용기(2)를 조작 또는 처리하는 프로세스로서, 상기 용기는 적어도 하나의 처리 스테이션을 지나가게 컨베이어를 이용하여 자동적으로 반송되거나, 조작 또는 처리를 위해 상기 적어도 하나의 처리 스테이션을 지나가는 것인 프로세스가 개시되어 있다.이 프로세스에서, 용기(2)가 규칙적인 배열로 캐리어(25; 134)에 의해 지지되면서, 상기 컨베이어에 의해 반송된다. 상기 캐리어 상에 유지된 용기는, 각각의 처리 스테이션에서 또는 각각의 처리 스테이션 내에서 조작 또는 처리를 위한 상승 위치로 들어올려지고,상기 조작 또는 처리 이후에, 다시 상기 캐리어 상에 상기 규칙적인 배열로 유지되도록 하강된다.캐리어는, 전체 프로세스 동안에 용기가 캐리어 상에 유지될 수 있도록 구성되어 있다. 용기를 하강시키기 위해, 부압이 바람직하게 용기의 바닥에 작용한다.    ",G01G,,,
1.02011E+12,"본 발명은 적치장 출입구의 위치 및 크기, 적치장 내의 블록들을 고려하여 복수 개의 반출 대상 블록별로 다양한 블록 반출 임시 경로들을 생성하고, 그 생성된 블록 반출 임시 경로들 중 최소한의 간섭블록의 수를 갖는 경로의 조합을 탐색하여 복수 개의 반출 대상 블록의 반출경로를 설정할 수 있도록 하는 블록 반출경로 설정 방법에 관한 것으로, 복수 개의 반출 대상 블록들 각각을 적치 위치로부터 수직·수평 이동시켜 적치장의 출입구를 통해 적치장 밖으로 반출하기 위한 반출 대상 블록별 블록 반출 임시 경로들을 생성하는 과정과; 상기 반출 대상 블록별 블록 반출 임시 경로들 상의 간섭블록을 탐색하는 과정과; 상기 반출 대상 블록별 블록 반출 임시 경로들 상의 간섭블록 탐색 결과에 따라, 상기 반출 대상 블록별 블록 반출 임시 경로들 상의 간섭블록의 수를 확인하여 상기 반출 대상 블록별 블록 반출 임시 경로들 중에서 복수 개의 반출 대상 블록 반출시 최소한의 간섭블록 수를 갖는 블록 반출 임시 경로의 조합을 탐색하여 복수 개의 반출 대상 블록의 반출경로로 설정하는 과정을 수행함으로써, 복수 개의 반출 대상 블록들을 신속하고 효율적으로 적치장 밖으로 반출시킬 수 있는 최적의 블록 반출경로를 설정할 수 있는 효과가 있다.",G16C,,,
1.02007E+12,"하중체를 운반과 함께 하중을 측정할 수 있도록 하고 특히 큰 하중의 물건을 탑재시킬때 충격으로 인한 로드셀의 손상을 방지할 수 있도록 한 저울이 부설된 수레에 관한 것이다.저면에 바퀴(70)가 구비되고 상면에 물건이 탑재되는 탑재대(30)는 저면에 바퀴(70)가 고정되는 고정판(10)과, 일단이 고정판(10)의 상면에 고정되며 탄성체 블록에 스트레인 게이지(strain gauge)를 구비하여 탄성체의 변형에 비례한 전기신호를 검출하는 로드셀(40)과, 로드셀(40)의 타단에 지지되며 물건이 탑재되는 유동판(20)과, 유동판(20)과 로드셀(40) 사이에 마련되는 완충체(60)를 구비하고, 로드셀(40)로부터 검출된 하중이 표시되는 디스플레이부(80)를 구비한다.이와 같은 수레는 물건을 직접 운반시킬 수 있으며, 또한 물건을 수레에 탑재시킨 상태에서 직접 하중을 측정할 수 있게 하므로 별도의 저울을 구비하여야 하는 번거로움을 해소시킨다. 또한, 수레의 유동판에 큰하중의 물건을 탑재시키더라도 완충체에 의해서 충격이 완충되어 로드셀의 손상을 방지할 수 있게 한다.수레, 저울, 로드셀, 완충체, 디스플레이부",G01G,,,
1.02007E+12,"본 발명은 제조공정 자동화를 위해 사용되는 제조공정 관리 시스템(Manufacturing Execution System, 이하 MES)에 제조공정 데이터를 송신하며, 상기 MES로부터 작업명령을 수신 받는 제조공정 관리 시스템에 관한 것이다.제조공정, 제조공정 관리 시스템(Manufacturing Execution System (MES)), 제조공정 송수신 장치, 제조공정 데이터, 제조공정 관리시스템 서버, 바코드, RFID",G16C,,,
1.01992E+12,"본 발명은 데이터 수집장칠부터 통신 가능한 자동판매기 본체의 무선유닛 1개를 기준으로 하고, 이 무선유닛에 대하여 다른 각 자동판매기 본체의 무선유닛에 차례로 통신가능하게 하여 송신선을 설정함에 따라, 각 자동판매기 본체로 부터의 수집데이터를 중계하는 루트를 결정하도륵 되어 있기 때문에 데이터 수집장치로 부터 직접 통신할 수 없는 자동판매기의 정보수집이 간편하고도 용이하게 실시할 수 있는 것이다. ",G07F,,,
1.01993E+12,"본 발명은 유료도로의 통행료 징수시스템 및 그 방법에 관한 것으로, IC카드를 판독하는 카드판독수단과, 차량의 바코드를 인식하는 번호인식수단과, 상기 카드판독수단이 인식한 카드정보 및 번호인식수단이 인식한 차량의 바코드에 대한 정보를 송출하는 데이타 송출수단과, 상기 데이타 송출수단이 전송한 정보를 이용하여 IC카드를 판독한 스타트 지점과 카드를 판독한 종료지점을 체킹하여 차량의 주행 거리를 계산하는 호스트 컴퓨터로 구성되어 톨 게이트 통과시 직접 통행료를 지급하지 아니하고 톨 게이트 통과시는 단지 IC카드를 제시하기만 하면 통과할 수 있도록 하고 통행료는 차후에 온 라인 구좌에서 자동으로 결제되거나 지로용지를 이용하여 납부할 수 있도록 함으로써 톨 게이트에서의 교통체중 및 시간낭비를 줄일 수 있도록 한 것이다.",G08G,G06Q,,
1.02004E+12,"                            본 발명은 수표 등의 매체에 기록되어 있는 데이터를 획득하여 처리하기 위한 매체처리기 및 그 방법을 개시한다. 본 발명에 따른 매체처리기의 트랙은 한장의 매체를 세워서 수용하는 제1 위치, 매체가 배출되는 제2 위치와 제3 위치를 연결하는 불연속의 서킷라인과, 서킷라인의 하류로부터 상류로 매체를 바이패스시킬 수 있도록 매체를 적층하여 다수장의 매체들을 수용하는 에스크로라인을 갖는다. 또한, 서킷라인의 제1 위치로부터 제2 위치, 제3 위치와 에스크로라인중 어느 하나로 매체를 이송할 수 있도록 서킷라인과 에스크로라인을 따라 설치되는 메인피딩장치와, 에스크로라인에 적층되어 있는 다수장의 매체들을 한장씩 이송할 수 있도록 에스크로라인을 따라 설치되는 에스크로피딩장치와, 서킷라인을 따라 이송하는 매체에 기록되어 있는 데이터를 획득하는 데이터획득장치와, 컨트롤러로 구성된다. 한장의 수표를 수직하게 세워 서킷라인을 따라 이송하고, 수표로부터 자기잉크문자인식의 데이터를 출력하며, 수표로부터 그 앞면과 뒷면의 이미지데이터를 획득한다. 수표의 데이터를 온라인처리하여 정상수표이면 에스크로라인으로 이송하여 수용하고, 오류수표이면 서킷라인과 연결되어 있는 제2 위치로 이송한다. 그리고 에스크로라인에 수용되어 있는 수표들을 한장씩 서킷라인과 연결되어 있는 제2 위치와 제3 위치중 어느 하나로 이송한다.                                                             ",G07D,,,
1.01992E+12,리본의 형태로 설치되는 광 섬유(20)는 가압된 액체 운송 매질과 광 섬유를 삽입함으로써 필드에 존재하는 덕트와 같은 도관에 설치된다. 상기 액체 운송 매질은 연결 배치가 용이하고 광 섬유를 광 섬유의 선단부가 도관의 먼 단부에서 나오도록 도관을 따라 이동시킨다.,G02B,,,
1.02003E+12,"본 발명은 이동성이 보장되어 고객 접점에서 플로우트래픽을 수집하고 분석하여 리포팅할 수 있는 이동형 플로우트래픽 분석 장치에 관한 것으로, 고객 접점에서 고객 네트워크 장비로부터 플로우트래픽 정보를 포트 단위로 수신하여 전달하는 수집수단; 수집수단에서 전달되는 플로우트래픽 정보를 저장하는 저장수단; 저장수단에 저장되어 있는 플로우트래픽 정보를 변환하여 ETT 처리를 하고, ETT 처리된 정보로부터 고객 네트워크의 환경을 설정하고, ETT 처리의 결과와 고객 네트워크의 환경 설정 정보를 이용하여 플로우트래픽 정보를 분석하여 분석 결과를 저장하는 분석수단; 분석수단의 분석 결과를 참조하여 리포팅 자료를 생성하는 리포팅수단; 및 수집수단, 저장수단, 분석수단, 및 리포팅수단을 통합 제어하는 제어수단을 구비하는 것을 특징으로 한다. 본 발명에 따르면 고객 접점에서 고객 네트워크의 플로우트래픽을 분석함으로써 고객의 주관심 사항인 네트워크 단대단 트래픽 특성으로 분석할 수 있는 효과가 있다.",G16C,,,
1.01995E+12,"자동제어가능 작업기가 설치되어 있는 다수의 작업스테이션을 포함하는 생산설비를 제어하는 제어시스템은 작업기가 지정작업을 수행할 수 있도록 상기 작업기를 제어하는 제어수단과, 상기 제어수단이 작업기의 작동에 관한 데이타를 다른 작업스테이션과 통신하여 상기 작업기의 작동에 상기 데이타를 반영할 수 있도록 매개 작용을 하는 데이타 통신 네트워크를 갖추고 있다.",G05B,,,
1.02003E+12,"                            여행경로 데이터에 대한 제 1 탐색조건 및 여행시간대에 대한 제 2 탐색조건을 설정하는 탐색조건설정 처리수단(91)과, 상기 제 1, 제 2 탐색조건에 의하여 경로를 탐색하는 탐색처리수단(92)과, 탐색경로에 대한 경로안내 데이터를 기록매체에 기록하는 기록처리수단(93)을 갖는다. 이 경우, 여행경로에 대한 제 1 탐색경로 및 여행시간대에 대한 제 2 탐색조건에 의거하여 경로가 탐색되기 때문에, 상기 경로안내 데이터에 따라 최적의 경로를 따라서 여행할 수 있다.                                                                                                                ",G08G,,,
1.01998E+12,"캡슐 또는 다른 제품(1)은 적절한 수단(4, 5, 10, 11, 12, 112, 13)에 의해 단일 파일로 공급되며, 각각의 티스가 하나의 제품을 지지하는 관련 티스(18)와 맞춰지며 상기 제품을 유지시키기 위하여 흡입 홀(19)을 갖는 접선 휠(16)에 의해 한번에 하나씩 취출된다. 제품이 적절한 형태의 관련된 중량 측정 헤드(24) 위의 위치에 도달하거나 도달하려고 할때, 휠에 대해 이 제품을 유지시키는 흡입이 차단되어 상기 제품이 떨어지고 이를 전방의 티스에 의해 발휘된 정지 동작에 의해 부분적으로 도움을 받아 상기 헤드 상에 정확하게 위치시킨다. 헤드 상에 놓여진 제품이 중량 측정되고 나서, 상기 헤드 상에 다음 제품을 위치시키는 휠(16) 티스(18)의 푸싱 동작에 의해 방출된다. 슈트(25)는 중앙 처리 및 제어 시스템(32)에 의해 제어되는 헤드(24) 및 편향판(26)으로부터의 방출된 제품을 수집하여, 정확한 중량의 제품을 거절될 제품들과 분리시킨다. 이러한 형태의 여러 장치가 높은 생산 속도를 달성하기 위하여 서로 인접하여 위치된다.",G01G,,,
1.01993E+12,"청정실과 같은 공정실로부터 배기 장치로의 공기 유동을 제어하기 위하여, 이동 가능하게 장착된 게이트(96, 961)에 부착된 이동 가능하게 장착된 피스톤(5)는 유동에 인접하여 배치되어, 유동이 피스톤의 정면(52) 바로 위로 통과하도록 한다. 피스톤의 말단면(51)은 기준 압력, 양호하게는 공정실의 압력에 노출된다. 게이트는 피스톤의 정면의 하류측에서 유동에 가변적으로 저항을 가하도록 장착된다. 복원력, 양호하게는 피스톤 및 게이트의 중량은 유동에 대한 게이트의 저항을 감소시키도록 피스톤을 이동시키려 한다.",G05D,,,
1.01993E+12,"자동랙에 보관된 물품의 재고관리를 위해 컴퓨터와 연계하여 물품의 입/출고 데이터를 기억장치(RAM)로 보낼 때 표시램프를 점등시켜 작업자가 쉽게 인지하여 효율적인 작업을 수행할 수 있도록 한다.재고관리 데이터를 저장하는 램(20)(30)과, 램(20)(30)에 저장된 데이터를 읽어 ""하이"" 또는 ""로우""신호로 변경하여 출력하는 중앙처리장치(10)와, 중앙처리장치(10)에서 ""로우"" 신호 입력시""온""이 되는 스위칭회로(40)와, 전기적인 신호를 광신호로 변환하여 통과시켜 전기적인 신호로 복원하는 상호절연회로(50)와, 램프(L)를 점등시키는 램프점등회로(60)로 구성한다.물품의 입/출력 데이터를 기억장치(RAM)로 보낼 때 표시 램프를 점등시켜 작업자가 쉽게 인지하여 효율적인 작업을 수행할 수 있도록 하고, 여러대의 자동랙을 한대의 컴퓨터와 연계하여 사용시에 표시램프의 점등상태를 보고 원하는 자동랙을 쉽게 찾을 수 있다.",G16C,G05B,,
1.02003E+12,"본 발명은 유무선 통신망을 이용한 자동판매기 관리시스템에 관한 것으로서, 특히 자동판매기의 각 동작부의 고장여부를 감지하는 센서를 설치하고, 상기 센서에서 감지된 고장정보에 대응하는 ARS 음성메세지를 생성하여 GPRS, GSM, CDMA, 위성통신, 셀룰러폰, PHS 등과같은 통신수단을 통해 관리자의 휴대 단말기 또는 관리제어기로 접속하여 알려주는 수단을 구비하며, 관리자가 원격지에서 전화접속하였을때 관리자가 자동판매기의 일부 기능을 제어할 수 있도록 안내해주는 수단을 구성하므로서, 자동판매기에 발생된 고장상태를 ARS 음성메세지를 통해 관리자에게 신속히 통보하고, 관리자가 자동판매기의 일부 기능을 원격지에서 전화를 걸어서 제어할 수 있을 뿐만 아니라 관리자가 통화중일때에는 관리자의 단말기로 문자메세지를 송출하여 관리자가 자동판매기에서 발생된 고장상태를 신속히 확인하여 대처할 수 있도록 하며, 관리제어기를 통해 여러대의 자동판매기를 동시에 통합적으로 관리할 수 있도록 한 유무선 통신망을 이용한 자동판매기 관리시스템에 관한 것이다.자동판매기, ARS 음성메세지, 문자메세지, 원격제어,",G07D,,,
1.0201E+12,"물질 관리 시스템 및 방법은 정보(예컨대, 전자 정보) 저장소를 갖는 물질 저장 용기를 포함한다. 정보는 저장 장치로부터 공정 툴 제어기로 전달될 수 있으며 공정 툴 동작 파라미터를 설정하거나 또는 조정하는데에 이용될 수 있다. 물질 정보는 원격 분석에 의해 결정될 수 있고, 후에 이러한 물질을 포함하는 용기의 전자 정보 저장 장치로 전달될 수 있다. 소비자 설비내에서의 물질 저장 용기의 위치 및 이동이 물질 특유적 정보의 전송과 더불어 자동적으로 추적될 수 있다. 생산품 정보는 생산품 제조시에 이용되는 물질 특유적 정보와 연계되어 저장될 수 있다.물질, 관리, 전자 정보, 용기.",G16C,G07C,,
1.0201E+12,"본 발명은 음식물 쓰레기 처리장치 및 제어방법에 관한 것으로서, 음식물 쓰레기가 투입되는 투입구와, 내부에 상기 투입구와 연통하는 수용공간을 갖는 몸체부와; 음식물 쓰레기를 투입하는 사용자의 사용정보를 인식하며, 음식물 쓰레기에 대한 처리 비용을 결제하도록 마련되는 인식부와; 상기 투입구를 개폐하는 개폐부와; 상기 투입구의 내측에 마련되며, 음식물 쓰레기를 수용하도록 상부가 개구된 바스켓과; 상기 바스켓에 수용된 음식물 쓰레기의 무게를 측정하는 로드셀과; 상기 바스켓에 수용된 음식물 쓰레기를 상기 수용공간으로 투하하는 쓰레기투하수단과; 상기 쓰레기투하수단에 의해 상기 바스켓으로부터 투하된 음식물 쓰레기가 유입되는 유입구와, 상기 유입구와 연통되어 음식물 쓰레기가 배출되는 배출구를 갖는 통 형상의 호퍼부와; 상기 수용공간에 마련되며, 상기 호퍼부를 통해 배출되는 음식물 쓰레기를 교반하여 발효 또는 건조하는 복수의 교반조를 갖는 교반부와; 상기 호퍼부의 배출구에 마련되어, 상기 배출구를 통해 배출되는 음식물 쓰레기가 상기 복수의 교반조 중 어느 하나에 선택적으로 배출되도록 배출 방향을 절환하는 배출절환부를 포함하는 것을 특징으로 한다.",G01G,,,
1.02006E+12,"개시된 내용은 반송대차 시스템의 에스에스아이 통신을 이용한 위치제어장치에 관한 것으로서, SSI 센서에서 이동레일 상에 구비된 바코드 정보를 리딩하고, 제어부에서 해당 데이터를 토대로 반송대차의 이동된 절대위치값을 연산하고, 실제 변화된 거리는 SSI 보드를 통해 로터리 인코더 형태의 A상, B상 및 Z상 펄스로 변환시켜 제어용 서버 컴퓨터로 출력한다.따라서, 본 발명은 반송대차의 이동에 따른 거리 오차범위를 크게 줄여 정밀한 위치제어를 수행할 수 있고, 반송대차 측에 구비된 제어부의 연산처리 과정을 줄여 빠른 데이터 처리가 가능하며, 반송대차의 이동을 보다 부드럽고 정밀하게 제어할 수 있는 효과를 제공한다.반송대차, SSI(Synchronous Serial Interface), 바코드, 위치제어",G05D,,,
1.01998E+12,"본 발명은 우편물의 분류를 쉽게 할 수 있도록 간편하게 바코드 라벨을 출력할 수 있는 우편번호 검색 및 우편번호 바코드 출력장치와 방법 및 바코드 라벨 부착용 우편봉투를 제공한다. 그 바코드 출력장치는, 전면에 십진숫자 및 한글자음버턴, 출력버턴, 선택버턴, 커서이동버턴 등을 지니는 키패드(12), 디스플레이(14) 및 출구(30)가 설치된 케이스(32); 라벨롤(24')을 탈착가능하게 장착하기 위한 라벨롤설치롤러(24); 그 라벨롤(24')로부터 출구(30)측으로 라벨(L)과 바탕지(B)를 이송하기 위한 모터(20)와 이송롤러(26); 그 상기 키패드(12)로부터의 입력에 따라 소정의 바코드를 라벨(L)에 프린팅하기 위해 상기 이송경로상에 설치되는 프린터(22); 지역명과 우편번호가 단위지역별로 검색가능하게 저장된 메모리수단(16); 그리고 상기 키패드(12)의 십진숫자의 입력에 의해 우편번호를 입력하여 대응하는 바코드를 출력하거나 우편번호를 검색하여 대응하는 바코드를 출력, 프린팅하도록 프린터(22)를 제어하며, 출력버턴에 의해 모터(20)를 소정의 이송간격만큼 구동시켜 이송롤러(20)를 회전, 프린팅된 라벨(L)과 바탕지(B)를 출구(30)측으로 이송시키도록 모터(20)를 제어하는 콘트롤러(18)를 포함하여 구성되는 것을 특징으로 한다.",G06K,,,
1.02009E+12,"본 발명은 성형공정 중에 반송되는 반제품 타이어를 적기에 분배하여 작업 효율성 및 시간을 줄이는 타이어 운반지시시스템의 작업분배 방법에 관한 것으로, 성형기에서 요구된 반제품의 타이어 작업오더에 대하여 각 성형기별로 작업오더 정보를 테이블 형태로 저장한 후, 상기 작업오더 정보를 참조하여 상기 성형기별로 순차적으로 1회씩 가장 긴급한 요구 작업을 창고 시스템으로 내리되, 성형 잔여길이가 기준이상일 때는 작업지시를 내리지 않고 상기 창고 시스템으로 다음 순위의 성형기로 변경 지시를 내리는 운반지시시스템의 작업분배 방법이 제공된다.이에, 본 발명은 위의 작업분배 방법을 적용함으로써, LGV의 정체 없이 작업 효율성 및 작업 시간이 크게 줄어드는 효과를 얻을 수 있게 된다.타이어, 성형기, 성형공정, 작업분배, 우선 순위",G16C,,,
1.02011E+12,"본 발명은 각 스테이지간의 용기운반시간을 단축할 수 있으며, 칭량스테이지에서의 처리시간을 단축할 뿐만 아니라 용이하고 정확하게 칭량함으로써 칭량작업전체를 고속화하여 생산성을 향상시키는 충전량 칭량장치에 관한 것이다. 본 발명은 운반경로(5)에 반입스테이지(6), 전칭량스테이지(7), 충전스테이지(8), 후칭량스테이지(9), 및 반출스테이지(10)를 순서대로 마련한다.  용기수용부(4)를 구비한 운반수단(2)을 마련한다.  용기(12)를 반입스테이지(6)에서 용기수용부(4) 내에 수용하고, 이 상태에서 운반경로(5)를 따라 이동시켜 반출스테이지(10)에서 용기수용부(4)로부터 꺼낸다.  운반수단(2)은 상기 용기수용부(4)가 상기의 각 스테이지에서 일시정지하는 상태로 간헐적으로 이동시킨다.  용기(12)를 도전성 재료로 이루어진 통체(19)에 끼운 상태로, 반입스테이지(6)에서부터 반출스테이지(10)까지 운반한다.",G01G,,,
1.01994E+12,"본 발명은 캔과 병등의 통상의 상품을 적층하여 수납하는 자동판매기의 컬럼에 있어서, 컬럼상단에 이어지는 상품투입로의 상품투입폭과 컬럼하단의 상품배출폭을 큰캔과 작은 캔과의 직경에 따라서 동시에 전환가능하게 이루어진 자동판매기의 컬럼에 관한 것으로, 상품투입폭의 전환기구와 상품배출폭의 전환기구와의 연결수단을 컬럼의 한쪽에만 설치하므로써, 상품투입폭의 전환기구와 상품배출폭의 전환기구를 손작업에 의해 원활하게 연동시킬수 있도록 한 것을 특징으로 한다.",G07F,,,
1.02008E+12,"본 발명은 매체자동지급기의 매체카세트에 관한 것이다. 본 발명에는 내부의 저장공간(22)에 매체가 장입되고, 도어(50)에 의해 상기 저장공간(22)이 개폐되는 카세트본체(20)가 구비된다. 상기 저장공간(22)에는 밀판(34)이 이동가능하게 설치되어 상기 매체를 매체출구(42) 방향으로 밀어준다. 그리고, 상기 밀판(34)의 이동을 위한 구동력을 제공하는 구동원(26)의 내부에는 엔코더가 구비된다. 상기 엔코더는 구동축(26')의 회전 변위량을 검출하여 상기 밀판(34)의 위치를 확인한다. 상기 밀판(34)의 전방에는 보조밀판(36)이 위치하여 상기 밀판(34)에 의해 함께 이동가능하게 설치된다. 상기 보조밀판(36)은 상기 밀판(34)에 의해서 전진만 되도록 설치되고, 상기 도어(50)의 하면에 형성된 가이드홈(51)에 일측이 걸려 후진은 되지 않는다. 이와 같은 본 발명에 의하면, 밀판이 초기위치로 이동될 때 보조밀판이 매체의 정렬상태를 그대로 유지시키고, 매체카세트의 이상시에 밀판이 보다 강한 힘으로 이동되어 매체를 밀어주므로 매체가 정상적으로 방출될 수 있도록 하는 효과가 있다.매체자동지급기, 매체카세트, 밀판",G07D,,,
1.02008E+12,"본 발명은 방사성폐기물 최적 해상 운반 경로 선택 방법에 관한 것이고, 구체적으로는 출발지와 목적지 사이의 수개의 경로를 선정하여 안전성 및 경제성을 평가인자로 하여 최적의 운반 경로를 도출해 내는 방법에 관한 것이다.본 발명에 따른 방사성폐기물 최적 해상 운반 경로 선택 방법은 방사성폐기물 운반을 수행할 출발지 및 목적지를 선택하는 과정; 운반 물질 및 운반 조건을 선택하는 과정; 출발지와 목적지 사이의 수개의 경로를 선정하는 과정; 상기 선정된 수개의 경로중 선택된 경로에 대한 안전성을 평가하는 과정; 상기 안전성 평가 후에 안전한 경로에 대한 경제성을 평가하는 과정; 상기 안전성과 경제성이 평가된 수개의 경로를 비교하는 과정; 및 안전성과 경제성을 충족하는 최적의 경로를 선택하는 과정을 포함한다.방사성 폐기물, 안전성, 운반 안전성, 위험도, 평가, 집단선량, 집단피폭선량",G16C,,,
